usd_xr,date
60.37410000,2022-11-21
60.73790000,2022-11-22
60.65660000,2022-11-23
60.50430000,2022-11-24
60.38660000,2022-11-25
60.47970000,2022-11-26
60.47970000,2022-11-27
60.47970000,2022-11-28
60.75200000,2022-11-29
61.07420000,2022-11-30
60.88030000,2022-12-01
61.14790000,2022-12-02
61.77490000,2022-12-03
61.77490000,2022-12-04
61.77490000,2022-12-05
62.18490000,2022-12-06
62.91030000,2022-12-07
62.93720000,2022-12-08
62.57220000,2022-12-09
62.38130000,2022-12-10
62.38130000,2022-12-11
62.38130000,2022-12-12
62.76740000,2022-12-13
63.21200000,2022-12-14
63.35900000,2022-12-15
64.30150000,2022-12-16
64.60780000,2022-12-17
64.60780000,2022-12-18
64.60780000,2022-12-19
66.34740000,2022-12-20
69.00370000,2022-12-21
70.52560000,2022-12-22
72.13060000,2022-12-23
68.67600000,2022-12-24
68.67600000,2022-12-25
68.67600000,2022-12-26
68.44870000,2022-12-27
69.93460000,2022-12-28
71.32610000,2022-12-29
71.97780000,2022-12-30
70.33750000,2022-12-31
70.33750000,2023-01-01
70.33750000,2023-01-02
70.33750000,2023-01-03
70.33750000,2023-01-04
70.33750000,2023-01-05
70.33750000,2023-01-06
70.33750000,2023-01-07
70.33750000,2023-01-08
70.33750000,2023-01-09
70.30020000,2023-01-10
69.60940000,2023-01-11
69.02020000,2023-01-12
67.77750000,2023-01-13
67.57440000,2023-01-14
67.57440000,2023-01-15
67.57440000,2023-01-16
68.28920000,2023-01-17
68.66440000,2023-01-18
68.87280000,2023-01-19
68.84670000,2023-01-20
68.66560000,2023-01-21
68.66560000,2023-01-22
68.66560000,2023-01-23
68.62880000,2023-01-24
68.75290000,2023-01-25
68.95730000,2023-01-26
69.12630000,2023-01-27
69.33720000,2023-01-28
69.33720000,2023-01-29
69.33720000,2023-01-30
69.59270000,2023-01-31
70.51740000,2023-02-01
70.12170000,2023-02-02
70.04140000,2023-02-03
70.38470000,2023-02-04
70.38470000,2023-02-05
70.38470000,2023-02-06
70.59910000,2023-02-07
70.89240000,2023-02-08
71.57630000,2023-02-09
72.89490000,2023-02-10
72.79230000,2023-02-11
72.79230000,2023-02-12
72.79230000,2023-02-13
73.63070000,2023-02-14
73.86450000,2023-02-15
74.20770000,2023-02-16
74.76380000,2023-02-17
74.75880000,2023-02-18
74.75880000,2023-02-19
74.75880000,2023-02-20
74.04320000,2023-02-21
74.85960000,2023-02-22
74.70870000,2023-02-23
74.70870000,2023-02-24
74.70870000,2023-02-25
74.70870000,2023-02-26
74.70870000,2023-02-27
75.43230000,2023-02-28
74.89320000,2023-03-01
75.25130000,2023-03-02
75.47290000,2023-03-03
75.45920000,2023-03-04
75.45920000,2023-03-05
75.45920000,2023-03-06
75.47280000,2023-03-07
75.45770000,2023-03-08
75.45770000,2023-03-09
75.90280000,2023-03-10
75.94060000,2023-03-11
75.94060000,2023-03-12
75.94060000,2023-03-13
75.46090000,2023-03-14
75.19270000,2023-03-15
75.74570000,2023-03-16
76.40950000,2023-03-17
76.60440000,2023-03-18
76.60440000,2023-03-19
76.60440000,2023-03-20
77.24220000,2023-03-21
76.83730000,2023-03-22
76.95610000,2023-03-23
76.30720000,2023-03-24
76.44790000,2023-03-25
76.44790000,2023-03-26
76.44790000,2023-03-27
76.56620000,2023-03-28
76.59390000,2023-03-29
76.97810000,2023-03-30
77.08630000,2023-03-31
77.32330000,2023-04-01
77.32330000,2023-04-02
77.32330000,2023-04-03
77.95100000,2023-04-04
79.35630000,2023-04-05
79.49610000,2023-04-06
80.67130000,2023-04-07
82.39880000,2023-04-08
82.39880000,2023-04-09
82.39880000,2023-04-10
81.74410000,2023-04-11
82.17990000,2023-04-12
82.09340000,2023-04-13
81.67580000,2023-04-14
81.50450000,2023-04-15
81.50450000,2023-04-16
81.50450000,2023-04-17
81.62790000,2023-04-18
81.60280000,2023-04-19
81.65490000,2023-04-20
81.61880000,2023-04-21
81.48630000,2023-04-22
81.48630000,2023-04-23
81.48630000,2023-04-24
81.27450000,2023-04-25
81.54990000,2023-04-26
81.62740000,2023-04-27
81.56010000,2023-04-28
80.50930000,2023-04-29
80.50930000,2023-04-30
80.50930000,2023-05-01
80.50930000,2023-05-02
79.96090000,2023-05-03
79.30710000,2023-05-04
78.61390000,2023-05-05
76.82070000,2023-05-06
76.82070000,2023-05-07
76.82070000,2023-05-08
76.82070000,2023-05-09
76.82070000,2023-05-10
76.69290000,2023-05-11
75.88460000,2023-05-12
77.20410000,2023-05-13
77.20410000,2023-05-14
77.20410000,2023-05-15
79.10040000,2023-05-16
79.97980000,2023-05-17
80.76420000,2023-05-18
80.03660000,2023-05-19
79.90930000,2023-05-20
79.90930000,2023-05-21
79.90930000,2023-05-22
79.93790000,2023-05-23
80.16650000,2023-05-24
79.96690000,2023-05-25
79.98410000,2023-05-26
79.96670000,2023-05-27
79.96670000,2023-05-28
79.96670000,2023-05-29
80.05550000,2023-05-30
80.68720000,2023-05-31
80.99420000,2023-06-01
80.96570000,2023-06-02
80.87560000,2023-06-03
80.87560000,2023-06-04
80.87560000,2023-06-05
81.32940000,2023-06-06
81.25020000,2023-06-07
81.45810000,2023-06-08
82.09300000,2023-06-09
82.64170000,2023-06-10
82.64170000,2023-06-11
82.64170000,2023-06-12
82.64170000,2023-06-13
83.64050000,2023-06-14
84.32490000,2023-06-15
83.96110000,2023-06-16
83.64980000,2023-06-17
83.64980000,2023-06-18
83.64980000,2023-06-19
83.98660000,2023-06-20
84.23360000,2023-06-21
84.24670000,2023-06-22
83.60770000,2023-06-23
84.07930000,2023-06-24
84.07930000,2023-06-25
84.07930000,2023-06-26
84.66420000,2023-06-27
85.05040000,2023-06-28
85.61920000,2023-06-29
87.03410000,2023-06-30
88.38440000,2023-07-01
88.38440000,2023-07-02
88.38440000,2023-07-03
89.32550000,2023-07-04
89.54500000,2023-07-05
90.33800000,2023-07-06
92.56950000,2023-07-07
91.68790000,2023-07-08
91.68790000,2023-07-09
91.68790000,2023-07-10
91.49310000,2023-07-11
90.50450000,2023-07-12
90.62530000,2023-07-13
90.17570000,2023-07-14
90.11900000,2023-07-15
90.11900000,2023-07-16
90.11900000,2023-07-17
90.42170000,2023-07-18
90.69060000,2023-07-19
91.20460000,2023-07-20
90.85450000,2023-07-21
90.38460000,2023-07-22
90.38460000,2023-07-23
90.38460000,2023-07-24
90.48900000,2023-07-25
90.09450000,2023-07-26
90.04680000,2023-07-27
90.02250000,2023-07-28
90.97830000,2023-07-29
90.97830000,2023-07-30
90.97830000,2023-07-31
91.59230000,2023-08-01
91.77550000,2023-08-02
92.84100000,2023-08-03
93.77920000,2023-08-04
94.80760000,2023-08-05
94.80760000,2023-08-06
94.80760000,2023-08-07
96.56680000,2023-08-08
96.07550000,2023-08-09
97.39990000,2023-08-10
97.27940000,2023-08-11
98.20660000,2023-08-12
98.20660000,2023-08-13
98.20660000,2023-08-14
101.03990000,2023-08-15
97.42170000,2023-08-16
96.70450000,2023-08-17
93.74600000,2023-08-18
93.40470000,2023-08-19
93.40470000,2023-08-20
93.40470000,2023-08-21
94.14240000,2023-08-22
94.11850000,2023-08-23
94.44210000,2023-08-24
94.40070000,2023-08-25
94.71170000,2023-08-26
94.71170000,2023-08-27
94.71170000,2023-08-28
95.47170000,2023-08-29
95.70700000,2023-08-30
95.92830000,2023-08-31
96.33440000,2023-09-01
96.34110000,2023-09-02
96.34110000,2023-09-03
96.34110000,2023-09-04
96.61990000,2023-09-05
97.53830000,2023-09-06
97.84390000,2023-09-07
98.19610000,2023-09-08
97.92410000,2023-09-09
97.92410000,2023-09-10
97.92410000,2023-09-11
96.50830000,2023-09-12
94.70350000,2023-09-13
95.97940000,2023-09-14
96.16090000,2023-09-15
96.63380000,2023-09-16
96.63380000,2023-09-17
96.63380000,2023-09-18
96.64720000,2023-09-19
96.22360000,2023-09-20
96.61720000,2023-09-21
96.07620000,2023-09-22
96.04190000,2023-09-23
96.04190000,2023-09-24
96.04190000,2023-09-25
96.14560000,2023-09-26
96.23780000,2023-09-27
96.50000000,2023-09-28
97.00180000,2023-09-29
97.41470000,2023-09-30
97.41470000,2023-10-01
97.41470000,2023-10-02
98.47850000,2023-10-03
99.26770000,2023-10-04
99.45550000,2023-10-05
99.67620000,2023-10-06
100.49110000,2023-10-07
100.49110000,2023-10-08
100.49110000,2023-10-09
101.35980000,2023-10-10
99.93490000,2023-10-11
99.98080000,2023-10-12
96.99480000,2023-10-13
97.30750000,2023-10-14
97.30750000,2023-10-15
97.30750000,2023-10-16
97.28650000,2023-10-17
97.34580000,2023-10-18
97.37240000,2023-10-19
97.30740000,2023-10-20
95.90530000,2023-10-21
95.90530000,2023-10-22
95.90530000,2023-10-23
94.70810000,2023-10-24
93.52240000,2023-10-25
93.15070000,2023-10-26
93.56160000,2023-10-27
93.21740000,2023-10-28
93.21740000,2023-10-29
93.21740000,2023-10-30
93.24350000,2023-10-31
92.02260000,2023-11-01
93.28010000,2023-11-02
93.17300000,2023-11-03
93.03510000,2023-11-04
93.03510000,2023-11-05
93.03510000,2023-11-06
93.03510000,2023-11-07
92.41510000,2023-11-08
92.19730000,2023-11-09
91.92660000,2023-11-10
92.05350000,2023-11-11
92.05350000,2023-11-12
92.05350000,2023-11-13
92.11850000,2023-11-14
91.25700000,2023-11-15
89.45650000,2023-11-16
88.94660000,2023-11-17
89.12370000,2023-11-18
89.12370000,2023-11-19
89.12370000,2023-11-20
88.49540000,2023-11-21
87.87010000,2023-11-22
88.16480000,2023-11-23
88.12060000,2023-11-24
88.81330000,2023-11-25
88.81330000,2023-11-26
88.81330000,2023-11-27
88.70450000,2023-11-28
88.61020000,2023-11-29
88.88410000,2023-11-30
88.58190000,2023-12-01
89.76190000,2023-12-02
89.76190000,2023-12-03
89.76190000,2023-12-04
90.67280000,2023-12-05
91.58230000,2023-12-06
92.78260000,2023-12-07
92.56540000,2023-12-08
91.64020000,2023-12-09
91.64020000,2023-12-10
91.64020000,2023-12-11
90.98460000,2023-12-12
90.21580000,2023-12-13
89.89260000,2023-12-14
89.67410000,2023-12-15
89.69660000,2023-12-16
89.69660000,2023-12-17
89.69660000,2023-12-18
90.41620000,2023-12-19
90.08700000,2023-12-20
90.40560000,2023-12-21
91.70620000,2023-12-22
91.93890000,2023-12-23
91.93890000,2023-12-24
91.93890000,2023-12-25
91.96900000,2023-12-26
91.70690000,2023-12-27
91.70510000,2023-12-28
90.30410000,2023-12-29
89.68830000,2023-12-30
89.68830000,2023-12-31
89.68830000,2024-01-01
89.68830000,2024-01-02
89.68830000,2024-01-03
89.68830000,2024-01-04
89.68830000,2024-01-05
89.68830000,2024-01-06
89.68830000,2024-01-07
89.68830000,2024-01-08
89.68830000,2024-01-09
90.40400000,2024-01-10
89.39390000,2024-01-11
88.78180000,2024-01-12
88.13240000,2024-01-13
88.13240000,2024-01-14
88.13240000,2024-01-15
87.67720000,2024-01-16
87.64570000,2024-01-17
88.35400000,2024-01-18
88.66100000,2024-01-19
88.58960000,2024-01-20
88.58960000,2024-01-21
88.58960000,2024-01-22
87.97240000,2024-01-23
87.91990000,2024-01-24
88.28290000,2024-01-25
88.65620000,2024-01-26
89.51590000,2024-01-27
89.51590000,2024-01-28
89.51590000,2024-01-29
89.60900000,2024-01-30
89.28870000,2024-01-31
89.66780000,2024-02-01
90.22990000,2024-02-02
90.66260000,2024-02-03
90.66260000,2024-02-04
90.66260000,2024-02-05
91.24340000,2024-02-06
90.68420000,2024-02-07
91.15140000,2024-02-08
91.25610000,2024-02-09
90.89010000,2024-02-10
90.89010000,2024-02-11
90.89010000,2024-02-12
91.07580000,2024-02-13
91.20570000,2024-02-14
91.43160000,2024-02-15
91.82370000,2024-02-16
92.54920000,2024-02-17
92.54920000,2024-02-18
92.54920000,2024-02-19
92.41020000,2024-02-20
92.34900000,2024-02-21
92.43870000,2024-02-22
92.75190000,2024-02-23
92.75190000,2024-02-24
92.75190000,2024-02-25
92.75190000,2024-02-26
92.63210000,2024-02-27
92.04250000,2024-02-28
91.86920000,2024-02-29
90.84230000,2024-03-01
91.33360000,2024-03-02
91.33360000,2024-03-03
91.33360000,2024-03-04
91.35340000,2024-03-05
91.16040000,2024-03-06
90.34120000,2024-03-07
90.74930000,2024-03-08
90.74930000,2024-03-09
90.74930000,2024-03-10
90.74930000,2024-03-11
90.62520000,2024-03-12
90.88180000,2024-03-13
91.54490000,2024-03-14
91.63590000,2024-03-15
91.87000000,2024-03-16
91.87000000,2024-03-17
91.87000000,2024-03-18
91.98290000,2024-03-19
92.22430000,2024-03-20
92.68610000,2024-03-21
91.94990000,2024-03-22
92.61180000,2024-03-23
92.61180000,2024-03-24
92.61180000,2024-03-25
92.77610000,2024-03-26
92.57450000,2024-03-27
92.59190000,2024-03-28
92.26280000,2024-03-29
92.36600000,2024-03-30
92.36600000,2024-03-31
92.36600000,2024-04-01
92.29140000,2024-04-02
92.52540000,2024-04-03
92.38920000,2024-04-04
92.30580000,2024-04-05
92.41550000,2024-04-06
92.41550000,2024-04-07
92.41550000,2024-04-08
92.58100000,2024-04-09
92.74630000,2024-04-10
93.21980000,2024-04-11
93.71960000,2024-04-12
